142137;3;2080180;1;22.0102 (12429);3                                       ;800EK2201020010                         ;1;;1;0
142136;1;1080470;2;22.0101 (12469);1                                       ;NEGrII                                  ;0;NEPO 100-65-250;1;0
142136;2;1080470;2;22.0101 (12469);2                                       ;PPA0INE02PAA000                         ;0;22.0101;1;0
142136;1;1080470;2;22.0101 (12469);1                                       ;NEGrII                                  ;0;NEPO 100-65-250;1;0
142136;2;1080470;2;22.0101 (12469);2                                       ;PPA0INE02PAA000                         ;0;22.0101;1;0
142135;1;1470010;2;22.0100 (12483);1                                       ;NEGrI                                   ;0;NEPO 50-32-160;1;0
142135;2;1470010;2;22.0100 (12483);2                                       ;PPA0INE01PAA000                         ;0;22.0100;1;0
142135;1;1470010;2;22.0100 (12483);1                                       ;NEGrI                                   ;0;NEPO 50-32-160;1;0
142135;2;1470010;2;22.0100 (12483);2                                       ;PPA0INE01PAA000                         ;0;22.0100;1;0
142134;1;2110050;2;22.0099 (12482);1                                       ;NEGrI                                   ;0;NEPO 50-32-200;1;0
142134;2;2110050;1;22.0099 (12482);2                                       ;800EK2200990010                         ;1;;1;0
142134;3;2110050;1;22.0099 (12482);3                                       ;554GA0130SAA000                         ;1;A13;4;0
142134;4;2110050;1;22.0099 (12482);4                                       ;554GA0130SAA000                         ;1;A13;2;0
142134;5;2110050;1;22.0099 (12482);5                                       ;554CA0105SAA000                         ;1;A10,5;4;0
142134;6;2110050;1;22.0099 (12482);6                                       ;554IA0170SAA000                         ;1;A17;4;0
142134;7;2110050;2;22.0099 (12482);7                                       ;810A30440STA119                         ;1;Motor 90L; 100L; 112M;1;0
142134;8;2110050;1;22.0099 (12482);8                                       ;890L30031GGB019                         ;1;Größe 3;1;0
142134;9;2110050;1;22.0099 (12482);9                                       ;901FB0012SAA030                         ;1;M12x30;4;0
142134;10;2110050;1;22.0099 (12482);10                                      ;901IB0012SAA025                         ;1;M12x25;2;0
142134;11;2110050;1;22.0099 (12482);11                                      ;901GB0010SAA030                         ;1;M10x30;4;0
142134;12;2110050;1;22.0099 (12482);12                                      ;909GA0016SAA100                         ;1;M16x100;4;0
142134;13;2110050;1;22.0099 (12482);13                                      ;920AA0016SAA000                         ;1;M16;4;0
142134;14;2110050;1;22.0099 (12482);14                                      ;920AA0016SAA000                         ;1;M16;4;0
142134;15;2110050;1;22.0099 (12482);15                                      ;920KB0016SAA000                         ;1;M16;4;0
142134;16;2110050;2;22.0099 (12482);16                                      ;840DH2824GGB005                         ;1;z.B.Rathi;1;0
142134;17;2110050;1;22.0099 (12482);16.1                                    ;860KH0182GGB128                         ;1;z.B.Rathi;1;84,15
142134;18;2110050;1;22.0099 (12482);16.2                                    ;860CH0304GGB124                         ;1;z.B.Rathi;1;102,78
142134;19;2110050;1;22.0099 (12482);16.3                                    ;860HH0505GGB000                         ;1;z.B.Rathi;1;200,35
142134;20;2110050;1;22.0099 (12482);16.4                                    ;860GH0404GGB000                         ;1;z.B.Rathi;1;81,93
142134;21;2110050;2;22.0099 (12482);17                                      ;681I30141STA519                         ;1;NE-Größe 1;2;0
142134;22;2110050;1;22.0099 (12482);17.1                                    ;681B30141STA019                         ;1;NE-Größe 1;2;84,15
142134;23;2110050;1;22.0099 (12482);17.2                                    ;901HB0008SAB016                         ;1;M8x16;4;0,85
142134;24;2110050;1;22.0099 (12482);17.3                                    ;554DG0084SAB000                         ;1;Ø8,4;4;0,32
142134;25;2110050;1;22.0099 (12482);17.4                                    ;554AL0082PAM016                         ;1;;4;0,17
142134;1;2110050;2;22.0099 (12482);1                                       ;NEGrI                                   ;0;NEPO 50-32-200;1;0
142134;2;2110050;1;22.0099 (12482);2                                       ;800EK2200990010                         ;1;;1;0
142134;3;2110050;1;22.0099 (12482);3                                       ;554GA0130SAA000                         ;1;A13;4;0
142134;4;2110050;1;22.0099 (12482);4                                       ;554GA0130SAA000                         ;1;A13;2;0
142134;5;2110050;1;22.0099 (12482);5                                       ;554CA0105SAA000                         ;1;A10,5;4;0
142134;6;2110050;1;22.0099 (12482);6                                       ;554IA0170SAA000                         ;1;A17;4;0
142134;7;2110050;2;22.0099 (12482);7                                       ;810A30440STA119                         ;1;Motor 90L; 100L; 112M;1;0
142134;8;2110050;1;22.0099 (12482);8                                       ;890L30031GGB019                         ;1;Größe 3;1;0
142134;9;2110050;1;22.0099 (12482);9                                       ;901FB0012SAA030                         ;1;M12x30;4;0
142134;10;2110050;1;22.0099 (12482);10                                      ;901IB0012SAA025                         ;1;M12x25;2;0
142134;11;2110050;1;22.0099 (12482);11                                      ;901GB0010SAA030                         ;1;M10x30;4;0
142134;12;2110050;1;22.0099 (12482);12                                      ;909GA0016SAA100                         ;1;M16x100;4;0
142134;13;2110050;1;22.0099 (12482);13                                      ;920AA0016SAA000                         ;1;M16;4;0
142134;14;2110050;1;22.0099 (12482);14                                      ;920AA0016SAA000                         ;1;M16;4;0
142134;15;2110050;1;22.0099 (12482);15                                      ;920KB0016SAA000                         ;1;M16;4;0
142134;16;2110050;2;22.0099 (12482);16                                      ;840DH2824GGB005                         ;1;z.B.Rathi;1;0
142134;17;2110050;1;22.0099 (12482);16.1                                    ;860KH0182GGB128                         ;1;z.B.Rathi;1;84,15
142134;18;2110050;1;22.0099 (12482);16.2                                    ;860CH0304GGB124                         ;1;z.B.Rathi;1;102,78
142134;19;2110050;1;22.0099 (12482);16.3                                    ;860HH0505GGB000                         ;1;z.B.Rathi;1;200,35
142134;20;2110050;1;22.0099 (12482);16.4                                    ;860GH0404GGB000                         ;1;z.B.Rathi;1;81,93
142134;21;2110050;2;22.0099 (12482);17                                      ;681I30141STA519                         ;1;NE-Größe 1;2;0
142134;22;2110050;1;22.0099 (12482);17.1                                    ;681B30141STA019                         ;1;NE-Größe 1;2;84,15
142134;23;2110050;1;22.0099 (12482);17.2                                    ;901HB0008SAB016                         ;1;M8x16;4;0,85
142134;24;2110050;1;22.0099 (12482);17.3                                    ;554DG0084SAB000                         ;1;Ø8,4;4;0,32
142134;25;2110050;1;22.0099 (12482);17.4                                    ;554AL0082PAM016                         ;1;;4;0,17
142133;1;1440270;2;22.0098 (12479);1                                       ;NEGrI                                   ;0;NEPO 50-32-200;1;0
142133;2;1440270;2;22.0098 (12479);2                                       ;NEGrI                                   ;0;NEPO 50-32-200;1;0
142133;3;1440270;2;22.0098 (12479);3                                       ;NEGrI                                   ;0;NEPO 50-32-200;1;0
142133;1;1440270;2;22.0098 (12479);1                                       ;NEGrI                                   ;0;NEPO 50-32-200;1;0
142133;2;1440270;2;22.0098 (12479);2                                       ;NEGrI                                   ;0;NEPO 50-32-200;1;0
142133;3;1440270;2;22.0098 (12479);3                                       ;NEGrI                                   ;0;NEPO 50-32-200;1;0
142132;1;213029001;2;22.0097 (12478);1                                       ;NEGrII                                  ;0;NEPO 100-65-250;1;0
142132;1;213029001;2;22.0097 (12478);1                                       ;NEGrII                                  ;0;NEPO 100-65-250;1;0
142131;1;1330320;2;22.0096 (12474);1                                       ;NEGrI                                   ;0;NEPO 80-50-200;1;0
142131;1;1330320;2;22.0096 (12474);1                                       ;NEGrI                                   ;0;NEPO 80-50-200;1;0
142130;1;1480200;2;22.0095 (12473);1                                       ;NEGrI                                   ;0;NEPO 50-32-200;1;0
142130;1;1480200;2;22.0095 (12473);1                                       ;NEGrI                                   ;0;NEPO 50-32-200;1;0
142129;1;220026001;2;22.0094 (11982);1                                       ;NEGrII                                  ;0;NEPO 125-80-200;1;0
142129;2;220026001;1;22.0094 (11982);2                                       ;800EK2200940010                         ;1;;1;0
142129;1;220026001;2;22.0094 (11982);1                                       ;NEGrII                                  ;0;NEPO 125-80-200;1;0
142129;2;220026001;1;22.0094 (11982);2                                       ;800EK2200940010                         ;1;;1;0
142128;1;1290620;2;22.0093 (12297);1                                       ;FKGrI                                   ;0;FKPO 50-32-160;1;0
142128;2;1290620;2;22.0093 (12297);2                                       ;PPA0IFK01UAA000                         ;0;22.0093;1;0
142128;3;1290620;1;22.0093 (12297);3                                       ;800EK2200930010                         ;1;;1;0
142128;1;1290620;2;22.0093 (12297);1                                       ;FKGrI                                   ;0;FKPO 50-32-160;1;0
142128;2;1290620;2;22.0093 (12297);2                                       ;PPA0IFK01UAA000                         ;0;22.0093;1;0
142128;3;1290620;1;22.0093 (12297);3                                       ;800EK2200930010                         ;1;;1;0
142127;1;1020450;2;22.0092 (12468);1                                       ;NEGrIII                                 ;0;NEPO 125-100-315;1;0
142127;1;1020450;2;22.0092 (12468);1                                       ;NEGrIII                                 ;0;NEPO 125-100-315;1;0
142126;1;1020450;2;22.0091 (12467);1                                       ;NEGrIV                                  ;0;NEPS 200-150-400;1;0
142126;2;1020450;2;22.0091 (12467);2                                       ;PPA0INE04PAA000                         ;0;22.0091;1;0
142126;1;1020450;2;22.0091 (12467);1                                       ;NEGrIV                                  ;0;NEPS 200-150-400;1;0
142126;2;1020450;2;22.0091 (12467);2                                       ;PPA0INE04PAA000                         ;0;22.0091;1;0
142125;1;1230020;2;22.0090 (12376);1                                       ;NEGrIII                                 ;0;NEPD 150-125-315;1;0
142125;2;1230020;2;22.0090 (12376);2                                       ;PPA0INE03UAA000                         ;0;22.0090;1;0
142125;3;1230020;1;22.0090 (12376);3                                       ;800EK2200900010                         ;1;;1;0
142125;1;1230020;2;22.0090 (12376);1                                       ;NEGrIII                                 ;0;NEPD 150-125-315;1;0
142125;2;1230020;2;22.0090 (12376);2                                       ;PPA0INE03UAA000                         ;0;22.0090;1;0
142125;3;1230020;1;22.0090 (12376);3                                       ;800EK2200900010                         ;1;;1;0
142124;1;2100010;2;22.0089 (12444);1                                       ;NKGrII                                  ;0;NKPF 80-200;1;0
142124;2;2100010;2;22.0089 (12444);2                                       ;PPA0INF02PAA000                         ;0;22.0089;1;0
142124;1;2100010;2;22.0089 (12444);1                                       ;NKGrII                                  ;0;NKPF 80-200;1;0
142124;2;2100010;2;22.0089 (12444);2                                       ;PPA0INF02PAA000                         ;0;22.0089;1;0
142123;1;1350390;2;22.0088 (12408);1                                       ;NEGrII                                  ;0;NEPO 80-50-250;1;0
142123;2;1350390;1;22.0088 (12408);2                                       ;800EK2200880010                         ;1;;1;0
142123;1;1350390;2;22.0088 (12408);1                                       ;NEGrII                                  ;0;NEPO 80-50-250;1;0
142123;2;1350390;1;22.0088 (12408);2                                       ;800EK2200880010                         ;1;;1;0
142122;1;2080120;2;22.0087 (11902);1                                       ;NEGrI                                   ;0;NETO 50-32-160;1;0
142122;2;2080120;1;22.0087 (11902);2                                       ;800EK2200870010                         ;1;;1;0
142122;3;2080120;1;22.0087 (11902);3                                       ;412GC2800EXF400                         ;1;Ø228,00 x Ø4,00;1;0
142122;4;2080120;1;22.0087 (11902);4                                       ;412FA2189EXF262                         ;1;Ø 21,89 x Ø2,62;1;0
142122;5;2080120;1;22.0087 (11902);5                                       ;412GA3609EXF353                         ;1;Ø 36,09 x Ø3,53;1;0
142122;6;2080120;1;22.0087 (11902);6                                       ;412HA8849EXF353                         ;1;Ø 88,49 x Ø3,53;1;0
142122;7;2080120;1;22.0087 (11902);7                                       ;412KA4722EXF353                         ;1;Ø 47,22 x Ø3,53;1;0
142122;8;2080120;1;22.0087 (11902);8                                       ;472L30456ISA019                         ;1;Größe 1;1;0
142122;9;2080120;1;22.0087 (11902);9                                       ;474B27354TKF019                         ;1;Größe 1;1;0
142122;10;2080120;1;22.0087 (11902);10                                      ;475D30139ISA019                         ;1;Größe 1;1;0
142122;11;2080120;4;22.0087 (11902);11                                      ;477A24305BHF009                         ;1;Größe 1;1;0
142122;12;2080120;1;22.0087 (11902);12                                      ;481A30491TVL019                         ;1;Ø108/38x62,5 - Gr.1;1;0
142122;13;2080120;1;22.0087 (11902);13                                      ;552EA0150SKF000                         ;1;Ø56/28,5x2;1;0
142122;1;2080120;2;22.0087 (11902);1                                       ;NEGrI                                   ;0;NETO 50-32-160;1;0
142122;2;2080120;1;22.0087 (11902);2                                       ;800EK2200870010                         ;1;;1;0
142122;3;2080120;1;22.0087 (11902);3                                       ;412GC2800EXF400                         ;1;Ø228,00 x Ø4,00;1;0
